Date,open,high,low,close,volume,value,Price
2023-03-25 09:00:00,36750000.0,36969000.0,36510000.0,36750000.0,2977.38039843,109275081736.50278,1
2023-03-26 09:00:00,36750000.0,37432000.0,36632000.0,37160000.0,3091.03957658,114387729254.38882,0
2023-03-27 09:00:00,37156000.0,37282000.0,35444000.0,36110000.0,6840.88977652,249875271589.22964,0
2023-03-28 09:00:00,36124000.0,36220000.0,35230000.0,36026000.0,5170.6862286,184980826507.75577,1
2023-03-29 09:00:00,36020000.0,37750000.0,36006000.0,37401000.0,6442.79756739,239192644749.08286,0
2023-03-30 09:00:00,37402000.0,38424000.0,36800000.0,37157000.0,7063.16532492,266205274097.5543,0
2023-03-31 09:00:00,37157000.0,37771000.0,36596000.0,37540000.0,5856.70049497,218147431537.82828,0
2023-04-01 09:00:00,37540000.0,37950000.0,37449000.0,37585000.0,2923.33995312,110077447102.04233,0
2023-04-02 09:00:00,37596000.0,37700000.0,37000000.0,37301000.0,3827.71480818,143258083412.21802,0
2023-04-03 09:00:00,37296000.0,37768000.0,36378000.0,36814000.0,5344.45562792,198293264588.4846,0
2023-04-04 09:00:00,36814000.0,37552000.0,36660000.0,37205000.0,3443.09664449,127944475381.00664,0
2023-04-05 09:00:00,37207000.0,37804000.0,36948000.0,37139000.0,4804.31754606,179846638163.42435,0
2023-04-06 09:00:00,37139000.0,37211000.0,36800000.0,37058000.0,3265.19567389,120836048137.67725,0
2023-04-07 09:00:00,37058000.0,37200000.0,36890000.0,36993000.0,2191.38552697,81178209965.33653,0
2023-04-08 09:00:00,36993000.0,37249000.0,36930000.0,37080000.0,3044.98722943,113009710987.63667,0
2023-04-09 09:00:00,37064000.0,37576000.0,36878000.0,37313000.0,3846.31215562,142853508974.9475,0
2023-04-10 09:00:00,37331000.0,39183000.0,37255000.0,38985000.0,6752.314109,256656019241.78787,0
2023-04-11 09:00:00,38981000.0,40260000.0,38903000.0,40004000.0,8105.88458258,321712753050.3061,0
2023-04-12 09:00:00,40005000.0,40610000.0,39567000.0,39699000.0,10654.2856421,426143578387.0856,0
2023-04-13 09:00:00,39694000.0,40198000.0,39689000.0,39911000.0,5171.072562,206204734897.69592,0
2023-04-14 09:00:00,39912000.0,40333000.0,39470000.0,39804000.0,5561.14402059,222612318707.21445,0
2023-04-15 09:00:00,39804000.0,39999000.0,39752000.0,39800000.0,1938.56058099,77290046948.21619,0
2023-04-16 09:00:00,39800000.0,39981000.0,39600000.0,39607000.0,2393.49528179,95129039158.06377,0
2023-04-17 09:00:00,39612000.0,39673000.0,38506000.0,38700000.0,5420.85725888,211322564966.88364,0
2023-04-18 09:00:00,38700000.0,39847000.0,38251000.0,39630000.0,4976.83151258,195160536131.7183,0
2023-04-19 09:00:00,39637000.0,39719000.0,38181000.0,38300000.0,6118.4824719,238289754029.4149,0
2023-04-20 09:00:00,38300000.0,38572000.0,37400000.0,37672000.0,5515.28188385,209814128286.94632,0
2023-04-21 09:00:00,37672000.0,37779000.0,36108000.0,36337000.0,5934.6195108,219819426308.00406,0
2023-04-22 09:00:00,36337000.0,37318000.0,36055000.0,37182000.0,3716.22462639,135958058418.51756,0
2023-04-23 09:00:00,37182000.0,37198000.0,36524000.0,36802000.0,1942.10468086,71532980980.62617,0
2023-04-24 09:00:00,36802000.0,37297000.0,36200000.0,36750000.0,3663.66031754,134682438925.48883,0
2023-04-25 09:00:00,36750000.0,38123000.0,36359000.0,37877000.0,4364.40529023,161727492892.94626,0
2023-04-26 09:00:00,37877000.0,39850000.0,36749000.0,38017000.0,9856.33566991,379352444364.5263,0
2023-04-27 09:00:00,38020000.0,39730000.0,37959000.0,39258000.0,6531.80659225,254468276014.8507,0
2023-04-28 09:00:00,39271000.0,39500000.0,38711000.0,39083000.0,3370.00926689,131889232337.99864,0
2023-04-29 09:00:00,39083000.0,39247000.0,38800000.0,38965000.0,1753.92555964,68531904105.31125,0
2023-04-30 09:00:00,38980000.0,39830000.0,38809000.0,39149000.0,3356.94485899,131846575612.99454,0
2023-05-01 09:00:00,39149000.0,39303000.0,37372000.0,37769000.0,5466.44445352,208928057904.3409,0
2023-05-02 09:00:00,37768000.0,38680000.0,37428000.0,38405000.0,4771.65437011,181115666950.5752,0
2023-05-03 09:00:00,38406000.0,39050000.0,37800000.0,38703000.0,5239.85097463,200814215339.22025,0
2023-05-04 09:00:00,38733000.0,39112000.0,38423000.0,38580000.0,4027.302864,156123459856.3692,0
2023-05-05 09:00:00,38599000.0,39359000.0,38520000.0,39053000.0,5614.21035517,218659451586.8916,0
2023-05-06 09:00:00,39077000.0,39435000.0,38142000.0,38677000.0,4471.1849355,173684144504.77588,0
2023-05-07 09:00:00,38679000.0,38953000.0,38143000.0,38143000.0,2434.47759959,93899192063.5123,0
2023-05-08 09:00:00,38152000.0,38369000.0,36822000.0,37255000.0,5517.37518721,207033692149.7713,0
2023-05-09 09:00:00,37260000.0,37544000.0,36822000.0,37150000.0,3678.21436045,136600430249.82959,0
2023-05-10 09:00:00,37150000.0,37995000.0,36580000.0,37071000.0,4525.28287987,168853647119.2642,0
2023-05-11 09:00:00,37072000.0,37232000.0,36260000.0,36411000.0,3570.39137727,131340626231.88495,0
2023-05-12 09:00:00,36413000.0,36554000.0,35262000.0,36341000.0,5478.83968294,196578357782.9867,0
2023-05-13 09:00:00,36341000.0,36662000.0,36143000.0,36374000.0,1868.0954648,67979133829.2688,0
2023-05-14 09:00:00,36382000.0,36800000.0,36193000.0,36415000.0,1639.20833071,59726505225.95865,0
2023-05-15 09:00:00,36420000.0,37200000.0,36204000.0,36632000.0,2671.26583258,98300162815.11125,0
2023-05-16 09:00:00,36642000.0,36795000.0,36335000.0,36421000.0,2091.33896506,76375961495.13017,0
2023-05-17 09:00:00,36419000.0,36835000.0,35938000.0,36700000.0,3207.18978344,116588369577.06467,0
2023-05-18 09:00:00,36706000.0,36920000.0,35800000.0,36240000.0,3396.67093837,123989138250.60954,0
2023-05-19 09:00:00,36240000.0,36486000.0,35950000.0,36156000.0,2587.51450694,93622400558.22136,0
2023-05-20 09:00:00,36156000.0,36475000.0,36119000.0,36385000.0,1174.32081928,42561799025.2985,0
2023-05-21 09:00:00,36404000.0,36618000.0,36048000.0,36051000.0,1573.05946887,57153092941.84137,0
2023-05-22 09:00:00,36057000.0,36200000.0,35709000.0,35947000.0,2597.92192199,93326194208.90239,0
2023-05-23 09:00:00,35947000.0,36660000.0,35841000.0,36381000.0,2510.27578792,91284785438.44258,0
2023-05-24 09:00:00,36382000.0,36430000.0,35144000.0,35452000.0,4471.51960065,159940843941.85303,0
2023-05-25 09:00:00,35465000.0,35670000.0,35000000.0,35547000.0,3394.73741865,119701229760.28255,0
2023-05-26 09:00:00,35550000.0,36110000.0,35284000.0,35771000.0,2369.1616222,84409771662.48203,0
2023-05-27 09:00:00,35786000.0,35900000.0,35588000.0,35824000.0,1922.45483636,68717026294.1557,0
2023-05-28 09:00:00,35824000.0,37532000.0,35788000.0,37350000.0,3852.9775285,140994739814.59552,0
2023-05-29 09:00:00,37360000.0,37883000.0,36802000.0,36992000.0,4032.11292852,150323403013.1309,0
2023-05-30 09:00:00,36992000.0,37402000.0,36821000.0,36914000.0,3280.20536471,121696610670.50859,0
2023-05-31 09:00:00,36923000.0,37043000.0,36059000.0,36391000.0,3833.61770267,139599376041.70715,0
2023-06-01 09:00:00,36391000.0,36509000.0,35715000.0,35823000.0,3403.84008073,122585463047.81593,0
2023-06-02 09:00:00,35823000.0,36150000.0,35470000.0,36089000.0,3129.38244663,112363149210.31906,0
2023-06-03 09:00:00,36089000.0,36102000.0,35801000.0,35888000.0,1925.56556117,69221217632.57323,0
2023-06-04 09:00:00,35888000.0,36146000.0,35820000.0,35865000.0,1679.79054823,60341276256.74492,0
2023-06-05 09:00:00,35894000.0,35896000.0,33825000.0,34298000.0,6815.06312451,237454293743.43423,0
2023-06-06 09:00:00,34299000.0,35993000.0,33580000.0,35852000.0,5402.99569145,186634047625.04358,0
2023-06-07 09:00:00,35855000.0,35993000.0,35184000.0,35490000.0,1487.25913382,52886763574.91523,0
